,ci_name,location_full
4635,WAP238G,EUROPE/FRANCE/LESTREM
4636,WAP238H,EUROPE/FRANCE/LESTREM
4637,WAP238I,EUROPE/FRANCE/LESTREM
4638,WAP238J,EUROPE/FRANCE/LESTREM
4639,WAP238K,EUROPE/FRANCE/LESTREM
4640,WAP238L,EUROPE/FRANCE/LESTREM
4641,WAP239A,EUROPE/FRANCE/LESTREM
4642,WAP240A,EUROPE/FRANCE/LESTREM
4643,WAP240B,EUROPE/FRANCE/LESTREM
4644,WAP240C,EUROPE/FRANCE/LESTREM
4645,WAP240D,EUROPE/FRANCE/LESTREM
4646,WAP240E,EUROPE/FRANCE/LESTREM
4647,WAP241A,EUROPE/FRANCE/LESTREM
4648,WAP241B,EUROPE/FRANCE/LESTREM
4649,WAP241C,EUROPE/FRANCE/LESTREM
4650,WAP241D,EUROPE/FRANCE/LESTREM
4651,WAP241E,EUROPE/FRANCE/LESTREM
4652,WAP241F,EUROPE/FRANCE/LESTREM
4653,WAP242A,EUROPE/FRANCE/LESTREM
4654,WAP242B,EUROPE/FRANCE/LESTREM
4655,WAP243A,EUROPE/FRANCE/LESTREM
4656,WAP243B,EUROPE/FRANCE/LESTREM
4657,WAP243C,EUROPE/FRANCE/LESTREM
4658,WAP243D,EUROPE/FRANCE/LESTREM
4659,WAP244A,EUROPE/FRANCE/LESTREM
4660,WAP244B,EUROPE/FRANCE/LESTREM
4661,WAP244C,EUROPE/FRANCE/LESTREM
4662,WAP244D,EUROPE/FRANCE/LESTREM
4663,WAP244E,EUROPE/FRANCE/LESTREM
4664,WAP244F,EUROPE/FRANCE/LESTREM
4665,WAP245A,EUROPE/FRANCE/LESTREM
4666,WAP245B,EUROPE/FRANCE/LESTREM
4667,WAP246A,EUROPE/FRANCE/LESTREM
4668,WAP246B,EUROPE/FRANCE/LESTREM
4669,WAP246C,EUROPE/FRANCE/LESTREM
4670,WAP246D,EUROPE/FRANCE/LESTREM
4671,WAP248A,EUROPE/FRANCE/LESTREM
4672,WAP248B,EUROPE/FRANCE/LESTREM
4673,WAP248C,EUROPE/FRANCE/LESTREM
4674,WAP248D,EUROPE/FRANCE/LESTREM
4675,WAP248E,EUROPE/FRANCE/LESTREM
4676,WAP248F,EUROPE/FRANCE/LESTREM
4677,WAP248G,EUROPE/FRANCE/LESTREM
4678,WAP249A,EUROPE/FRANCE/LESTREM
4679,WAP249B,EUROPE/FRANCE/LESTREM
4680,WAP249C,EUROPE/FRANCE/LESTREM
4681,WAP249D,EUROPE/FRANCE/LESTREM
4682,WAP249E,EUROPE/FRANCE/LESTREM
4683,WAP249F,EUROPE/FRANCE/LESTREM
4684,WAP249G,EUROPE/FRANCE/LESTREM
4685,WAP250A,EUROPE/FRANCE/LESTREM
4686,WAP250B,EUROPE/FRANCE/LESTREM/L1 - LABO RECHERCHE
4687,WAP250C,EUROPE/FRANCE/LESTREM/L1 - LABO RECHERCHE
4688,WAP250D,EUROPE/FRANCE/LESTREM/L1 - LABO RECHERCHE
4689,WAP250E,EUROPE/FRANCE/LESTREM/L1 - LABO RECHERCHE
4690,WAP250F,EUROPE/FRANCE/LESTREM
4691,WAP250G,EUROPE/FRANCE/LESTREM
4692,WAP251A,EUROPE/FRANCE/LESTREM
4693,WAP251B,EUROPE/FRANCE/LESTREM
4694,WAP251C,EUROPE/FRANCE/LESTREM
4695,WAP251D,EUROPE/FRANCE/LESTREM
4696,WAP251E,EUROPE/FRANCE/LESTREM
4697,WAP251F,EUROPE/FRANCE/LESTREM
4698,WAP251G,EUROPE/FRANCE/LESTREM
4699,WAP251H,EUROPE/FRANCE/LESTREM
4700,WAP252A,EUROPE/FRANCE/LESTREM
4701,WAP252B,EUROPE/FRANCE/LESTREM
4702,WAP252C,EUROPE/FRANCE/LESTREM
4703,WAP252D,EUROPE/FRANCE/LESTREM
4704,WAP252X,EUROPE/FRANCE/LESTREM
4705,WAP253A,EUROPE/FRANCE/LESTREM
4706,WAP253B,EUROPE/FRANCE/LESTREM
4707,WAP253C,EUROPE/FRANCE/LESTREM
4708,WAP253D,EUROPE/FRANCE/LESTREM
4709,WAP254A,EUROPE/FRANCE/LESTREM
4710,WAP254B,EUROPE/FRANCE/LESTREM
4711,WAP254C,EUROPE/FRANCE/LESTREM
4712,WAP255A,EUROPE/FRANCE/LESTREM
4713,WAP255B,EUROPE/FRANCE/LESTREM
4714,WAP255C,EUROPE/FRANCE/LESTREM
4715,WAP255D,EUROPE/FRANCE/LESTREM
4716,WAP255E,EUROPE/FRANCE/LESTREM
4717,WAP255F,EUROPE/FRANCE/LESTREM
4718,WAP255G,EUROPE/FRANCE/LESTREM
4719,WAP255H,EUROPE/FRANCE/LESTREM
4720,WAP255J,EUROPE/FRANCE/LESTREM
4721,WAP255K,EUROPE/FRANCE/LESTREM
4722,WAP255L,EUROPE/FRANCE/LESTREM
4723,WAP255M,EUROPE/FRANCE/LESTREM
4724,WAP256A,EUROPE/FRANCE/LESTREM
4725,WAP257A,EUROPE/FRANCE/LESTREM
4726,WAP257B,EUROPE/FRANCE/LESTREM
4727,WAP257C,EUROPE/FRANCE/LESTREM
4728,WAP257D,EUROPE/FRANCE/LESTREM
4729,WAP257E,EUROPE/FRANCE/LESTREM
4730,WAP257F,EUROPE/FRANCE/LESTREM
4731,WAP259A,EUROPE/FRANCE/LESTREM/L4 - ECHANTILLOTHEQUE
4732,WAP259B,EUROPE/FRANCE/LESTREM/L4 - ECHANTILLOTHEQUE
4733,WAP259C,EUROPE/FRANCE/LESTREM/L4 - ECHANTILLOTHEQUE
4734,WAP259D,EUROPE/FRANCE/LESTREM/L4 - ECHANTILLOTHEQUE
4735,WAP259E,EUROPE/FRANCE/LESTREM
4736,WAP259F,EUROPE/FRANCE/LESTREM
4737,WAP259G,EUROPE/FRANCE/LESTREM
4738,WAP260A,EUROPE/FRANCE/LESTREM
4739,WAP261A,EUROPE/FRANCE/LESTREM
4740,WAP261B,EUROPE/FRANCE/LESTREM
4741,WAP261C,EUROPE/FRANCE/LESTREM
4742,WAP261D,EUROPE/FRANCE/LESTREM
4743,WAP261E,EUROPE/FRANCE/LESTREM
4744,WAP261F,EUROPE/FRANCE/LESTREM
4745,WAP261G,EUROPE/FRANCE/LESTREM
4746,WAP262A,EUROPE/FRANCE/LESTREM
4747,WAP263A,EUROPE/FRANCE/LESTREM
4748,WAP263B,EUROPE/FRANCE/LESTREM
4749,WAP263C,EUROPE/FRANCE/LESTREM
4750,WAP263D,EUROPE/FRANCE/LESTREM
4751,WAP263E,EUROPE/FRANCE/LESTREM
4752,WAP263F,EUROPE/FRANCE/LESTREM
4753,WAP263G,EUROPE/FRANCE/LESTREM
4754,WAP263H,EUROPE/FRANCE/LESTREM
4755,WAP265A,EUROPE/FRANCE/LESTREM
4756,WAP266A,EUROPE/FRANCE/LESTREM
4757,WAP266B,EUROPE/FRANCE/LESTREM
4758,WAP266C,EUROPE/FRANCE/LESTREM
4759,WAP266D,EUROPE/FRANCE/LESTREM
4760,WAP266E,EUROPE/FRANCE/LESTREM
4761,WAP266F,EUROPE/FRANCE/LESTREM
4762,WAP266G,EUROPE/FRANCE/LESTREM
4763,WAP266H,EUROPE/FRANCE/LESTREM
4764,WAP268A,EUROPE/FRANCE/LESTREM
4765,WAP268B,EUROPE/FRANCE/LESTREM
4766,WAP269A,EUROPE/FRANCE/LESTREM
4767,WAP269B,EUROPE/FRANCE/LESTREM
4768,WAP269C,EUROPE/FRANCE/LESTREM
4769,WAP269D,EUROPE/FRANCE/LESTREM
4770,WAP269E,EUROPE/FRANCE/LESTREM
4771,WAP269F,EUROPE/FRANCE/LESTREM
4772,WAP269G,EUROPE/FRANCE/LESTREM
4773,WAP269H,EUROPE/FRANCE/LESTREM
4774,WAP269K,EUROPE/FRANCE/LESTREM
4775,WAP269L,EUROPE/FRANCE/LESTREM
4776,WAP269M,EUROPE/FRANCE/LESTREM
4777,WAP269N,EUROPE/FRANCE/LESTREM
4778,WAP269O,EUROPE/FRANCE/LESTREM
4779,WAP269Q,EUROPE/FRANCE/LESTREM
4780,WAP269R,EUROPE/FRANCE/LESTREM
4781,WAP269S,EUROPE/FRANCE/LESTREM
4782,WAP269T,EUROPE/FRANCE/LESTREM
4783,WAP269U,EUROPE/FRANCE/LESTREM
4784,WAP269V,EUROPE/FRANCE/LESTREM
4785,WAP269W,EUROPE/FRANCE/LESTREM
4786,WAP269X,EUROPE/FRANCE/LESTREM
4787,WAP269Y,EUROPE/FRANCE/LESTREM
4788,WAP270A,EUROPE/FRANCE/LESTREM/ALPHA 5
4789,WAP270B,EUROPE/FRANCE/LESTREM/ALPHA 5
4790,WAP270C,EUROPE/FRANCE/LESTREM/ALPHA 4
4791,WAP270D,EUROPE/FRANCE/LESTREM/ALPHA 4
4792,WAP270E,EUROPE/FRANCE/LESTREM
4793,WAP270F,EUROPE/FRANCE/LESTREM
4794,WAP270G,EUROPE/FRANCE/LESTREM/ALPHA 4
4795,WAP270H,EUROPE/FRANCE/LESTREM/ALPHA 4
4796,WAP270I,EUROPE/FRANCE/LESTREM/ALPHA 4
4797,WAP270J,EUROPE/FRANCE/LESTREM
4798,WAP270K,EUROPE/FRANCE/LESTREM
4799,WAP270L,EUROPE/FRANCE/LESTREM/ALPHA 4
4800,WAP270M,EUROPE/FRANCE/LESTREM/ALPHA 4
4801,WAP270N,EUROPE/FRANCE/LESTREM/ALPHA 4
4802,WAP270O,EUROPE/FRANCE/LESTREM
4803,WAP270P,EUROPE/FRANCE/LESTREM
4804,WAP270Q,EUROPE/FRANCE/LESTREM
4805,WAP270R,EUROPE/FRANCE/LESTREM/ALPHA 1
4806,WAP270S,EUROPE/FRANCE/LESTREM/ALPHA 1
4807,WAP270Z,EUROPE/FRANCE/LESTREM
4808,WAP271A,EUROPE/FRANCE/LESTREM
4809,WAP271B,EUROPE/FRANCE/LESTREM
4810,WAP271C,EUROPE/FRANCE/LESTREM
4811,WAP271D,EUROPE/FRANCE/LESTREM
4812,WAP271E,EUROPE/FRANCE/LESTREM
4813,WAP273A,EUROPE/FRANCE/LESTREM
4814,WAP273B,EUROPE/FRANCE/LESTREM
4815,WAP273C,EUROPE/FRANCE/LESTREM
4816,WAP275A,EUROPE/FRANCE/LESTREM
4817,WAP275B,EUROPE/FRANCE/LESTREM
4818,WAP275C,EUROPE/FRANCE/LESTREM
4819,WAP275D,EUROPE/FRANCE/LESTREM
4820,WAP276A,EUROPE/FRANCE/LESTREM
4821,WAP276B,EUROPE/FRANCE/LESTREM
4822,WAP276C,EUROPE/FRANCE/LESTREM
4823,WAP276D,EUROPE/FRANCE/LESTREM
4824,WAP277A,EUROPE/FRANCE/LESTREM
4825,WAP277B,EUROPE/FRANCE/LESTREM
4826,WAP277C,EUROPE/FRANCE/LESTREM
4827,WAP278A,EUROPE/FRANCE/LESTREM
4828,WAP278B,EUROPE/FRANCE/LESTREM
4829,WAP278C,EUROPE/FRANCE/LESTREM
4830,WAP278D,EUROPE/FRANCE/LESTREM
4831,WAP278E,EUROPE/FRANCE/LESTREM
4832,WAP278F,EUROPE/FRANCE/LESTREM
4833,WAP278G,EUROPE/FRANCE/LESTREM
4834,WAP278H,EUROPE/FRANCE/LESTREM
4835,WAP278I,EUROPE/FRANCE/LESTREM
4836,WAP278J,EUROPE/FRANCE/LESTREM
4837,WAP278K,EUROPE/FRANCE/LESTREM
4838,WAP279A,EUROPE/FRANCE/LESTREM/AMB/N 0/SALLE DE CONTRÔLE DÉCHARGEMENT BLÉ 1
4839,WAP280A,EUROPE/FRANCE/LESTREM
4840,WAP280B,EUROPE/FRANCE/LESTREM
4841,WAP282A,EUROPE/FRANCE/LESTREM
4842,WAP282B,EUROPE/FRANCE/LESTREM
4843,WAP282C,EUROPE/FRANCE/LESTREM
4844,WAP282D,EUROPE/FRANCE/LESTREM
4845,WAP282E,EUROPE/FRANCE/LESTREM
4846,WAP282F,EUROPE/FRANCE/LESTREM
4847,WAP282G,EUROPE/FRANCE/LESTREM
4848,WAP283A,EUROPE/FRANCE/LESTREM
4849,WAP283B,EUROPE/FRANCE/LESTREM
4850,WAP283C,EUROPE/FRANCE/LESTREM
4851,WAP283D,EUROPE/FRANCE/LESTREM
4852,WAP283E,EUROPE/FRANCE/LESTREM
4853,WAP283F,EUROPE/FRANCE/LESTREM
4854,WAP283G,EUROPE/FRANCE/LESTREM
4855,WAP283H,EUROPE/FRANCE/LESTREM
4856,WAP284A,EUROPE/FRANCE/LESTREM
4857,WAP284B,EUROPE/FRANCE/LESTREM
4858,WAP284C,EUROPE/FRANCE/LESTREM
4859,WAP284D,EUROPE/FRANCE/LESTREM
4860,WAP284E,EUROPE/FRANCE/LESTREM
4861,WAP284F,EUROPE/FRANCE/LESTREM
4862,WAP284G,EUROPE/FRANCE/LESTREM
4863,WAP284H,EUROPE/FRANCE/LESTREM
4864,WAP288A,EUROPE/FRANCE/LESTREM
4865,WAP289A,EUROPE/FRANCE/LESTREM
4866,WAP289B,EUROPE/FRANCE/LESTREM
4867,WAP289C,EUROPE/FRANCE/LESTREM
4868,WAP289D,EUROPE/FRANCE/LESTREM
4869,WAP289E,EUROPE/FRANCE/LESTREM
4870,WAP289F,EUROPE/FRANCE/LESTREM
4871,WAP289G,EUROPE/FRANCE/LESTREM
4872,WAP289H,EUROPE/FRANCE/LESTREM
4873,WAP289I,EUROPE/FRANCE/LESTREM
4874,WAP289J,EUROPE/FRANCE/LESTREM
4875,WAP289K,EUROPE/FRANCE/LESTREM
4876,WAP290A,EUROPE/FRANCE/LESTREM
4877,WAP290B,EUROPE/FRANCE/LESTREM
4878,WAP290C,EUROPE/FRANCE/LESTREM
4879,WAP290D,EUROPE/FRANCE/LESTREM
4880,WAP290E,EUROPE/FRANCE/LESTREM
4881,WAP290F,EUROPE/FRANCE/LESTREM
4882,WAP290G,EUROPE/FRANCE/LESTREM
4883,WAP290H,EUROPE/FRANCE/LESTREM
4884,WAP291A,EUROPE/FRANCE/LESTREM
4885,WAP292B,EUROPE/FRANCE/LESTREM
4886,WAP292C,EUROPE/FRANCE/LESTREM
4887,WAP292D,EUROPE/FRANCE/LESTREM
4888,WAP292E,EUROPE/FRANCE/LESTREM
4889,WAP294A,EUROPE/FRANCE/LESTREM
4890,WAP294B,EUROPE/FRANCE/LESTREM
4891,WAP294C,EUROPE/FRANCE/LESTREM
4892,WAP294D,EUROPE/FRANCE/LESTREM
4893,WAP294E,EUROPE/FRANCE/LESTREM
4894,WAP294F,EUROPE/FRANCE/LESTREM
4895,WAP294G,EUROPE/FRANCE/LESTREM
4896,WAP294H,EUROPE/FRANCE/LESTREM
4897,WAP294I,EUROPE/FRANCE/LESTREM
4898,WAP295A,EUROPE/FRANCE/LESTREM
4899,WAP296A,EUROPE/FRANCE/LESTREM
4900,WAP296B,EUROPE/FRANCE/LESTREM
4901,WAP296C,EUROPE/FRANCE/LESTREM
4902,WAP297A,EUROPE/FRANCE/LESTREM
4903,WAP298A,EUROPE/FRANCE/LESTREM/BAT. DP4
4904,WAP298B,EUROPE/FRANCE/LESTREM/BAT. DP4
4905,WAP298C,EUROPE/FRANCE/LESTREM/BAT. DP4
4906,WAP298D,EUROPE/FRANCE/LESTREM/BAT. DP4
4907,WAP298E,EUROPE/FRANCE/LESTREM/BAT. DP4
4908,WAP298F,EUROPE/FRANCE/LESTREM/BAT. DP4
4909,WAP298G,EUROPE/FRANCE/LESTREM/BAT. DP4
4910,WAP299A,EUROPE/FRANCE/LESTREM
4911,WAP299B,EUROPE/FRANCE/LESTREM
4912,WAP299C,EUROPE/FRANCE/LESTREM
4913,WAP299D,EUROPE/FRANCE/LESTREM
4914,WAP299E,EUROPE/FRANCE/LESTREM
4915,WAP300A,EUROPE/FRANCE/VECQUEMONT
4916,WAP300B,EUROPE/FRANCE/VECQUEMONT
4917,WAP300C,EUROPE/FRANCE/VECQUEMONT
4918,WAP300D,EUROPE/FRANCE/VECQUEMONT
4919,WAP300E,EUROPE/FRANCE/VECQUEMONT
4920,WAP300F,EUROPE/FRANCE/VECQUEMONT
4921,WAP300G,EUROPE/FRANCE/VECQUEMONT
4922,WAP301A,EUROPE/FRANCE/VECQUEMONT
4923,WAP301B,EUROPE/FRANCE/VECQUEMONT
4924,WAP301C,EUROPE/FRANCE/VECQUEMONT
4925,WAP301D,EUROPE/FRANCE/VECQUEMONT
4926,WAP301E,EUROPE/FRANCE/VECQUEMONT
4927,WAP301F,EUROPE/FRANCE/VECQUEMONT
4928,WAP301G,EUROPE/FRANCE/VECQUEMONT
4929,WAP302A,EUROPE/FRANCE/VECQUEMONT
4930,WAP303A,EUROPE/FRANCE/VECQUEMONT
4931,WAP303B,EUROPE/FRANCE/VECQUEMONT
4932,WAP303C,EUROPE/FRANCE/VECQUEMONT
4933,WAP304A,EUROPE/FRANCE/VECQUEMONT
4934,WAP304B,EUROPE/FRANCE/VECQUEMONT
4935,WAP304C,EUROPE/FRANCE/VECQUEMONT
4936,WAP304D,EUROPE/FRANCE/VECQUEMONT
4937,WAP304E,EUROPE/FRANCE/VECQUEMONT
4938,WAP305A,EUROPE/FRANCE/VECQUEMONT
4939,WAP305B,EUROPE/FRANCE/VECQUEMONT
4940,WAP306A,EUROPE/FRANCE/VECQUEMONT
4941,WAP306B,EUROPE/FRANCE/VECQUEMONT
4942,WAP306C,EUROPE/FRANCE/VECQUEMONT
4943,WAP306D,EUROPE/FRANCE/VECQUEMONT
4944,WAP306E,EUROPE/FRANCE/VECQUEMONT
4945,WAP306F,EUROPE/FRANCE/VECQUEMONT
4946,WAP307A,EUROPE/FRANCE/VECQUEMONT
4947,WAP307B,EUROPE/FRANCE/VECQUEMONT
4948,WAP307C,EUROPE/FRANCE/VECQUEMONT
4949,WAP307D,EUROPE/FRANCE/VECQUEMONT
4950,WAP307E,EUROPE/FRANCE/VECQUEMONT
4951,WAP308A,EUROPE/FRANCE/VECQUEMONT
4952,WAP308B,EUROPE/FRANCE/VECQUEMONT
4953,WAP308C,EUROPE/FRANCE/VECQUEMONT
4954,WAP309A,EUROPE/FRANCE/VECQUEMONT
4955,WAP309D,EUROPE/FRANCE/VECQUEMONT
4956,WAP311A,EUROPE/FRANCE/VECQUEMONT
4957,WAP311H,EUROPE/FRANCE/VECQUEMONT
4958,WAP312A,EUROPE/FRANCE/VECQUEMONT
4959,WAP313A,EUROPE/FRANCE/VECQUEMONT
4960,WAP314A,EUROPE/FRANCE/VECQUEMONT
4961,WAP314B,EUROPE/FRANCE/VECQUEMONT
4962,WAP314C,EUROPE/FRANCE/VECQUEMONT
4963,WAP314D,EUROPE/FRANCE/VECQUEMONT
4964,WAP315A,EUROPE/FRANCE/VECQUEMONT
4965,WAP315B,EUROPE/FRANCE/VECQUEMONT
4966,WAP315C,EUROPE/FRANCE/VECQUEMONT
4967,WAP315D,EUROPE/FRANCE/VECQUEMONT
4968,WAP315E,EUROPE/FRANCE/VECQUEMONT
4969,WAP315G,EUROPE/FRANCE/VECQUEMONT
4970,WAP316A,EUROPE/FRANCE/VECQUEMONT
4971,WAP316B,EUROPE/FRANCE/VECQUEMONT
4972,WAP316C,EUROPE/FRANCE/VECQUEMONT
4973,WAP316D,EUROPE/FRANCE/VECQUEMONT
4974,WAP316E,EUROPE/FRANCE/VECQUEMONT
4975,WAP317A,EUROPE/FRANCE/VECQUEMONT
4976,WAP317B,EUROPE/FRANCE/VECQUEMONT
4977,WAP318A,EUROPE/FRANCE/VECQUEMONT
4978,WAP318B,EUROPE/FRANCE/VECQUEMONT
4979,WAP318C,EUROPE/FRANCE/VECQUEMONT
4980,WAP319A,EUROPE/FRANCE/VECQUEMONT
4981,WAP319B,EUROPE/FRANCE/VECQUEMONT
4982,WAP319C,EUROPE/FRANCE/VECQUEMONT
4983,WAP319D,EUROPE/FRANCE/VECQUEMONT
4984,WAP319E,EUROPE/FRANCE/VECQUEMONT
4985,WAP320A,EUROPE/FRANCE/VECQUEMONT
4986,WAP400C,EUROPE/FRANCE/VIC SUR AISNE
4987,WAP400D,EUROPE/FRANCE/VIC SUR AISNE
4988,WAP400E,EUROPE/FRANCE/VIC SUR AISNE
4989,WAP400F,EUROPE/FRANCE/VIC SUR AISNE
4990,WAP401B,EUROPE/FRANCE/VIC SUR AISNE
4991,WAP401C,EUROPE/FRANCE/VIC SUR AISNE
4992,WAP401D,EUROPE/FRANCE/VIC SUR AISNE
4993,WAP401E,EUROPE/FRANCE/VIC SUR AISNE
4994,WAP401F,EUROPE/FRANCE/VIC SUR AISNE
4995,WAP402A,EUROPE/FRANCE/VIC SUR AISNE
4996,WAP402B,EUROPE/FRANCE/VIC SUR AISNE
4997,WAP403F,EUROPE/FRANCE/VIC SUR AISNE
4998,WAP403G,EUROPE/FRANCE/VIC SUR AISNE
4999,WAP403H,EUROPE/FRANCE/VIC SUR AISNE
5000,WAP403I,EUROPE/FRANCE/VIC SUR AISNE
5001,WAP403J-SPARE,EUROPE/FRANCE/VIC SUR AISNE
5002,WAP405A,EUROPE/FRANCE/VIC SUR AISNE
5003,WAP405B,EUROPE/FRANCE/VIC SUR AISNE
5004,WAP405C,EUROPE/FRANCE/VIC SUR AISNE
5005,WAP406A,EUROPE/FRANCE/VIC SUR AISNE
5006,WAP406B,EUROPE/FRANCE/VIC SUR AISNE
5007,WAP407A,EUROPE/FRANCE/VIC SUR AISNE
5008,WAP407B,EUROPE/FRANCE/VIC SUR AISNE
5009,WAP410A,EUROPE/FRANCE/VIC SUR AISNE
5010,WAP411A,EUROPE/FRANCE/VIC SUR AISNE
5011,WAP411B,EUROPE/FRANCE/VIC SUR AISNE
5012,WAP412A,EUROPE/FRANCE/VIC SUR AISNE
5013,WAP412B,EUROPE/FRANCE/VIC SUR AISNE
5014,WAP412C,EUROPE/FRANCE/VIC SUR AISNE
5015,WAP413B,EUROPE/FRANCE/VIC SUR AISNE
5016,WAP414A,EUROPE/FRANCE/VIC SUR AISNE
5017,WAP414B,EUROPE/FRANCE/VIC SUR AISNE
5018,WAP420A,EUROPE/FRANCE/VIC SUR AISNE
5019,WAP420B,EUROPE/FRANCE/VIC SUR AISNE
5020,WAP420C,EUROPE/FRANCE/VIC SUR AISNE
5021,WAP500A,EUROPE/FRANCE/BEINHEIM
5022,WAP500B,EUROPE/FRANCE/BEINHEIM
5023,WAP500C,EUROPE/FRANCE/BEINHEIM
5024,WAP501A,EUROPE/FRANCE/BEINHEIM
5025,WAP501B,EUROPE/FRANCE/BEINHEIM
5026,WAP501C,EUROPE/FRANCE/BEINHEIM
5027,WAP501D,EUROPE/FRANCE/BEINHEIM
5028,WAP501F,EUROPE/FRANCE/BEINHEIM
5029,WAP502A,EUROPE/FRANCE/BEINHEIM
5030,WAP503A,EUROPE/FRANCE/BEINHEIM/AMIDONNERIE DE BLÉ
5031,WAP503B,EUROPE/FRANCE/BEINHEIM/AMIDONNERIE DE BLÉ
5032,WAP503C,EUROPE/FRANCE/BEINHEIM
5033,WAP503D,EUROPE/FRANCE/BEINHEIM
5034,WAP504A,EUROPE/FRANCE/BEINHEIM
5035,WAP504B,EUROPE/FRANCE/BEINHEIM
5036,WAP504D,EUROPE/FRANCE/BEINHEIM
5037,WAP504E,EUROPE/FRANCE/BEINHEIM
5038,WAP504F,EUROPE/FRANCE/BEINHEIM
5039,WAP504G,EUROPE/FRANCE/BEINHEIM
5040,WAP504H,EUROPE/FRANCE/BEINHEIM
5041,WAP504I,EUROPE/FRANCE/BEINHEIM
5042,WAP504J,EUROPE/FRANCE/BEINHEIM
5043,WAP504K,EUROPE/FRANCE/BEINHEIM
5044,WAP504Z-SPARE,EUROPE/FRANCE/BEINHEIM
5045,WAP505A,EUROPE/FRANCE/BEINHEIM
5046,WAP505B,EUROPE/FRANCE/BEINHEIM
5047,WAP506A,EUROPE/FRANCE/BEINHEIM
5048,WAP506B,EUROPE/FRANCE/BEINHEIM
5049,WAP506C,EUROPE/FRANCE/BEINHEIM
5050,WAP507A,EUROPE/FRANCE/BEINHEIM
5051,WAP507B,EUROPE/FRANCE/BEINHEIM
5052,WAP507C,EUROPE/FRANCE/BEINHEIM
5053,WAP507D,EUROPE/FRANCE/BEINHEIM
5054,WAP507E,EUROPE/FRANCE/BEINHEIM
5055,WAP507F,EUROPE/FRANCE/BEINHEIM
5056,WAP507G,EUROPE/FRANCE/BEINHEIM
5057,WAP507H,EUROPE/FRANCE/BEINHEIM
5058,WAP507I,EUROPE/FRANCE/BEINHEIM
5059,WAP508A,EUROPE/FRANCE/BEINHEIM
5060,WAP508B,EUROPE/FRANCE/BEINHEIM
5061,WAP508C,EUROPE/FRANCE/BEINHEIM
5062,WAP508D,EUROPE/FRANCE/BEINHEIM
5063,WAP508E,EUROPE/FRANCE/BEINHEIM
5064,WAP509A,EUROPE/FRANCE/BEINHEIM
5065,WAP509B,EUROPE/FRANCE/BEINHEIM
5066,WAP509C,EUROPE/FRANCE/BEINHEIM
5067,WAP509D,EUROPE/FRANCE/BEINHEIM
5068,WAP509E,EUROPE/FRANCE/BEINHEIM
5069,WAP510A,EUROPE/FRANCE/BEINHEIM
5070,WAP510B,EUROPE/FRANCE/BEINHEIM
5071,WAP510C,EUROPE/FRANCE/BEINHEIM
5072,WAP510D,EUROPE/FRANCE/BEINHEIM
5073,WAP510G,EUROPE/FRANCE/BEINHEIM
5074,WAP510H,EUROPE/FRANCE/BEINHEIM
5075,WAP510I,EUROPE/FRANCE/BEINHEIM
5076,WAP510J,EUROPE/FRANCE/BEINHEIM
5077,WAP510K,EUROPE/FRANCE/BEINHEIM
5078,WAP511A,EUROPE/FRANCE/BEINHEIM
5079,WAP512A,EUROPE/FRANCE/BEINHEIM
5080,WAP512C,EUROPE/FRANCE/BEINHEIM
5081,WAP512D,EUROPE/FRANCE/BEINHEIM
5082,WAP512E,EUROPE/FRANCE/BEINHEIM
5083,WAP512F,EUROPE/FRANCE/BEINHEIM
5084,WAP512G,EUROPE/FRANCE/BEINHEIM
5085,WAP512H,EUROPE/FRANCE/BEINHEIM
5086,WAP513A,EUROPE/FRANCE/BEINHEIM
5087,WAP514A,EUROPE/FRANCE/BEINHEIM
5088,WAP514B,EUROPE/FRANCE/BEINHEIM
5089,WAP515A,EUROPE/FRANCE/BEINHEIM
5090,WAP516A,EUROPE/FRANCE/BEINHEIM
5091,WAP517B,EUROPE/FRANCE/BEINHEIM
5092,WAP517C,EUROPE/FRANCE/BEINHEIM
5093,WAP517D,EUROPE/FRANCE/BEINHEIM
5094,WAP517E,EUROPE/FRANCE/BEINHEIM
5095,WAP517F,EUROPE/FRANCE/BEINHEIM
5096,WAP517G,EUROPE/FRANCE/BEINHEIM
5097,WAP517H,EUROPE/FRANCE/BEINHEIM
5098,WAP518A,EUROPE/FRANCE/BEINHEIM
5099,WAP520A,EUROPE/FRANCE/BEINHEIM/BROYAGE BIOMASSE
5100,WAP520B,EUROPE/FRANCE/BEINHEIM
5101,WAP521A,EUROPE/FRANCE/BEINHEIM
5102,WAP522A,EUROPE/FRANCE/BEINHEIM
5103,WAP522B,EUROPE/FRANCE/BEINHEIM/AMIDONNERIE DE BLÉ
5104,WAP522C,EUROPE/FRANCE/BEINHEIM
5105,WAP522D,EUROPE/FRANCE/BEINHEIM
5106,WAP522E,EUROPE/FRANCE/BEINHEIM
5107,WAP522F,EUROPE/FRANCE/BEINHEIM
5108,WAP523A,EUROPE/FRANCE/BEINHEIM
5109,WAP524A,EUROPE/FRANCE/BEINHEIM
5110,WAP525A,EUROPE/FRANCE/BEINHEIM
5111,WAP525B,EUROPE/FRANCE/BEINHEIM
5112,WAP525C,EUROPE/FRANCE/BEINHEIM
5113,WAP525D,EUROPE/FRANCE/BEINHEIM
5114,WAP525E,EUROPE/FRANCE/BEINHEIM
5115,WAP526A,EUROPE/FRANCE/BEINHEIM
